id,sid,company_name,publish_date,publish_time,subject,article_no,description,fact_date,url_hash,sent_telegram,sent_discord,fetched_at
117,1626,艾美特-KY,2026-05-11,172836,代子公司艾美特電器(九江)有限公司依「公開發行公司資金貸 與及背書保證處理準則」第二十五條第一項第三、四款規定公告,第22款,"1.事實發生日:115/05/11
2.被背書保證之:
(1)公司名稱:艾美特電器(深圳)有限公司
(2)與提供背書保證公司之關係:
同為母公司間接投資100%公司。
(3)背書保證之限額(仟元):16,589,192
(4)原背書保證之餘額(仟元):2,726,882
(5)本次新增背書保證之金額(仟元):373,735
(6)迄事實發生日止背書保證餘額(仟元):3,100,617
(7)被背書保證公司實際動支金額(仟元):902,870
(8)本次新增背書保證之原因:
銀行保證額度續約
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):1,023,840
(2)累積盈虧金額(仟元):791,418
5.解除背書保證責任之:
(1)條件:
授信合約到期
(2)日期:
授信合約到期
6.背書保證之總限額(仟元):
52,054,375
7.迄事實發生日為止，背書保證餘額(仟元):
8,481,226
8.迄事實發生日為止，A提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
310.77
9.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
204.19
10.其他應敘明事項:
無",2026-05-11,c97b1eaa4988beba137aaf5a77146fdd30ced7bf,0,0,2026-05-11T22:04:46+00:00
118,1708,東鹼,2026-05-11,172746,公告本公司115年第一季合併財務報告業經董事會通過,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止營業收入(仟元):1,553,624
5.1月1日累計至本期止營業毛利(毛損) (仟元):474,907
6.1月1日累計至本期止營業利益(損失) (仟元):259,013
7.1月1日累計至本期止稅前淨利(淨損) (仟元):341,041
8.1月1日累計至本期止本期淨利(淨損) (仟元):277,585
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):277,585
10.1月1日累計至本期止基本每股盈餘(損失) (元):1.11
11.期末總資產(仟元):12,753,792
12.期末總負債(仟元):5,350,520
13.期末歸屬於母公司業主之權益(仟元):7,403,272
14.其他應敘明事項:無",2026-05-11,7324d5d91f815d71e12255ad64d31b3ed75419c4,0,0,2026-05-11T22:04:46+00:00
119,6715,嘉基,2026-05-11,172714,公告本公司董事會通過115年第一季合併財務報告,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止營業收入(仟元):510,155
5.1月1日累計至本期止營業毛利(毛損) (仟元):204,097
6.1月1日累計至本期止營業利益(損失) (仟元):81,086
7.1月1日累計至本期止稅前淨利(淨損) (仟元):86,255
8.1月1日累計至本期止本期淨利(淨損) (仟元):59,341
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):67,524
10.1月1日累計至本期止基本每股盈餘(損失) (元):1.02
11.期末總資產(仟元):4,606,291
12.期末總負債(仟元):888,200
13.期末歸屬於母公司業主之權益(仟元):3,638,428
14.其他應敘明事項:無",2026-05-11,c61c9bfbbd932c56531e91b6616cec1225dafbe1,0,0,2026-05-11T22:04:46+00:00
120,2383,台光電,2026-05-11,172618,本公司受邀參加摩根大通舉辦之線上法人座談會,第12款,"符合條款第四條第XX款：12
事實發生日：115/05/12
1.召開法人說明會之日期：115/05/12
2.召開法人說明會之時間：16 時 00 分 
3.召開法人說明會之地點：線上會議
4.法人說明會擇要訊息：本公司受邀參加摩根大通舉辦之線上法人座談會，說明本公司之營運概況。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",2026-05-12,f7d674e020fc9a4072012b646eeca2d6d282ee57,0,0,2026-05-11T22:04:46+00:00
121,1718,中纖,2026-05-11,172525,公告本公司董事會通過115年第1季合併財務報告案,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止收入(仟元):11,169,810
5.1月1日累計至本期止稅前淨利(淨損) (仟元):2,526,287
6.1月1日累計至本期止本期淨利(淨損) (仟元):2,050,565
7.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):228,005
8.1月1日累計至本期止基本每股盈餘(損失) (元):0.17
9.期末總資產(仟元):1,040,445,392
10.期末總負債(仟元):946,776,732
11.期末歸屬於母公司業主之權益(仟元):22,275,925
12.其他應敘明事項:無",2026-05-11,a2d83628ac2791dff2cd3068f732de305da55f98,0,0,2026-05-11T22:04:46+00:00
122,3167,大量,2026-05-11,172345,代重要子公司南京大量數控科技有限公司公告盈餘分配,第14款,"1.董事會決議日期:115/05/11
2.發放股利種類及金額:發放現金股利人民幣3,500萬元
3.其他應敘明事項:無",2026-05-11,5716e0bc838b27e2ae20875a67fe070f26fb9178,0,0,2026-05-11T22:04:46+00:00
123,2330,台積電,2026-05-11,172232,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第20款,"1.證券名稱:
公司債。
2.交易日期:115/5/11~115/5/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:不適用
民國115年05月11日
5.交易數量、每單位價格及交易總金額:
61748UAV4：100,000 單位；每單位US$99.74；總金額US$10.0 佰萬元。
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無。
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
61748UAV4：300,000 單位；US$29.9 佰萬元；持股比例：不適用；受限情形：無。
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
5.97%；8.01%；NT$325,002 佰萬元。
10.取得或處分之具體目的:
固定收益投資。
11.本次交易表示異議董事之意見:
不適用
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無。",2026-05-11,ab1cff23da3892c07cf0d3539d4c05620153f707,0,0,2026-05-11T22:04:46+00:00
124,3045,台灣大,2026-05-11,172053,公告本公司115年4月份營運成績,第51款,"1.事實發生日:115/05/11
2.公司名稱:台灣大哥大股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:不適用
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
115年4月份自結合併營收156.7億元，營業利益19.9億元，稅後淨利14.3億元，
稅後EPS為0.47元。115年自結累計前四個月合併營收654.5億元，營業利益79.2
億元，稅後淨利為55.7億元，稅後EPS為1.84元。",2026-05-11,ef096815a47dc9f23f7aa696bd1402c9d02d7e5f,0,0,2026-05-11T22:04:46+00:00
125,2505,國揚,2026-05-11,171948,公告本公司臺北市北投區開明段都更案相關事宜,第20款,"1.契約種類:都市更新
2.事實發生日:115/5/11~115/5/11
3.董事會通過日期: 民國115年5月11日
4.其他核決日期: 不適用
5.契約相對人及其與公司之關係:
自然人及臺北市動產質借處，非本公司關係人
6.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期）
、限制條款及其他重要約定事項:
(1)土地標示: 臺北市北投區開明段二小段351地號等35筆土地
(2)基地面積: 2713平方公尺(約820.68坪)
(3)預計投入總成本:約78.34億(國揚投資80%，國揚預計投入總成本為62.67億)
(4)分配比例:共同負擔比例約66.18%(最後分配比例依都市更新審議核定為準)
7.專業估價者事務所或公司名稱及其估價結果:
(1)天易不動產估價師聯合事務所
估價結果:全案共同負擔比率66.18%
(2)理德不動產估價師聯合事務所
估價結果: 全案共同負擔比率66.86%
(3)瑞普國際不動產估價師事務所
估價結果:全案共同負擔比率67.02%
8.不動產估價師姓名:
(1)天易不動產估價師聯合事務所:劉智偉、莊濰銓
(2)理德不動產估價師聯合事務所:陳岳嶺
(3)瑞普國際不動產估價師事務所:汪明陽
9.不動產估價師開業證書字號:
劉智偉:(109)新北估字第000140號
莊濰銓:(96)新北估字第000024號
陳岳嶺:(101)中字第000035號
汪明陽:(113)北市估字第000340號
10.取得之具體目的:
開發興建以供出售
11.本次交易表示異議之董事意見:
無
12.本次交易為關係人交易:否
13.監察人承認或審計委員會同意日期:
民國115年5月11日
14.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
15.是否尚未取得估價報告:否或不適用
16.尚未取得估價報告之原因:
不適用
17.估價結果有重大差異時，其差異原因及會計師意見:
不適用
18.會計師事務所名稱:
不適用
19.會計師姓名:
不適用
20.會計師開業證書字號:
不適用
21.前已就同一件事件發布重大訊息日期: 不適用
22.其他敘明事項:
本公司投資80%,本公司關係人投資20%.",2026-05-11,4e1e9fbeed1f29592c18df24e0300a2653484557,0,0,2026-05-11T22:04:46+00:00
126,2316,楠梓電,2026-05-11,171827,公告本公司董事會通過115年第一季合併財務報告,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止營業收入(仟元):1,022,324
5.1月1日累計至本期止營業毛利(毛損) (仟元):63,362
6.1月1日累計至本期止營業利益(損失) (仟元):(73,021)
7.1月1日累計至本期止稅前淨利(淨損) (仟元):821,202
8.1月1日累計至本期止本期淨利(淨損) (仟元):639,660
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):639,660
10.1月1日累計至本期止基本每股盈餘(損失) (元):3.53
11.期末總資產(仟元):20,029,645
12.期末總負債(仟元):6,292,603
13.期末歸屬於母公司業主之權益(仟元):13,737,042
14.其他應敘明事項:無",2026-05-11,da54a13bc3736e2570909abbe6dc7614e6314eb6,0,0,2026-05-11T22:04:46+00:00
127,2505,國揚,2026-05-11,171820,代子公司神揚建設股份有限公司依公開發行公司 資金貸與及背書保證處理準則第二十五條 第一項第四款規定公告,第22款,"1.事實發生日:115/05/11
2.被背書保證之:
(1)公司名稱:藏信建設股份有限公司
(2)與提供背書保證公司之關係:
共同合作投資開發
(3)背書保證之限額(仟元):3,275,128
(4)原背書保證之餘額(仟元):1,091,950
(5)本次新增背書保證之金額(仟元):1,091,950
(6)迄事實發生日止背書保證餘額(仟元):2,183,900
(7)被背書保證公司實際動支金額(仟元):978,950
(8)本次新增背書保證之原因:
融資背書保證額度期限展延
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):670,000
(2)累積盈虧金額(仟元):-26,963
5.解除背書保證責任之:
(1)條件:
融資清償完畢
(2)日期:
還款或授信合約終止日
6.背書保證之總限額(仟元):
49,087,584
7.迄事實發生日為止，背書保證餘額(仟元):
8,175,860
8.迄事實發生日為止，A提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
76.88
9.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
99.32
10.其他應敘明事項:
無",2026-05-11,2481e6a8f38640d02d6f3fb3c62bfbabfb107b36,0,0,2026-05-11T22:04:46+00:00
128,2505,國揚,2026-05-11,171723,代子公司神揚建設股份有限公司公告 透過體育署專戶捐贈阿魁斯運動文化股份 有限公司高雄全家海神隊,第43款,"1.事實發生日:115/05/11
2.捐贈原由:參與社會公益,促進運動產業發展
3.捐贈金額:新台幣315萬元
4.受贈對象:子公司神揚建設股份有限公司擬透過體育署專戶
捐贈阿魁斯運動文化股份有限公司高雄全家海神隊
5.與公司關係:關係人
6.表示反對或保留意見之獨立董事姓名及簡歷:無
7.前揭獨立董事表示反對或保留之意見:無
8.其他應敘明事項:無",2026-05-11,590bb731300da784f3370c4d2342095f88273193,0,0,2026-05-11T22:04:46+00:00
129,3715,定穎投控,2026-05-11,171640,"代子公司Dynamic Technology Manufacturing (Thailand) Co., Ltd.公告該董事會決議召開2026年第二次股東臨時會相關 事宜",第17款,"1.董事會決議日期:115/05/11
2.股東會召開日期:115/05/26
3.股東會召開地點:以線上會議方式進行　
4.召集事由一、報告事項:無
5.召集事由二、承認事項:
115年股東會會議記錄
6.召集事由三、討論事項:無
7.召集事由四、選舉事項:董事選舉案
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:NA
11.停止過戶截止日期:NA
12.其他應敘明事項:無",2026-05-11,1bf2d68d855b757ad7c48427f1534e89659ba2b2,0,0,2026-05-11T22:04:46+00:00
130,2505,國揚,2026-05-11,171639,公告本公司董事會通過115年第1季合併財務報告,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止營業收入(仟元):421,642
5.1月1日累計至本期止營業毛利(毛損) (仟元):113,538
6.1月1日累計至本期止營業利益(損失) (仟元):33,839
7.1月1日累計至本期止稅前淨利(淨損) (仟元):83,167
8.1月1日累計至本期止本期淨利(淨損) (仟元):63,828
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):63,883
10.1月1日累計至本期止基本每股盈餘(損失) (元):0.17
11.期末總資產(仟元):22,919,608
12.期末總負債(仟元):12,114,896
13.期末歸屬於母公司業主之權益(仟元):10,634,332
14.其他應敘明事項:無",2026-05-11,b699a80fb2f51b355f507c4928cd473f17f083be,0,0,2026-05-11T22:04:46+00:00
131,3715,定穎投控,2026-05-11,171613,代子公司超穎電子公告該2025年年度股東會重要決議事項,第18款,"1.股東常會日期:115/05/11
2.重要決議事項一、盈餘分配或盈虧撥補:
審議關於公司2025年度利潤分配方案的議案
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:無
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:
(1)審議關於《超穎電子電路股份有限公司2025年度董事會工作報告》的議案
(2)審議關於公司董事2026年度薪酬方案的議案
(3)審議關於公司2026年度對外擔保額度的議案
(4)審議關於續聘公司2026年度審計機構的議案
(5)審議關於制定《超穎電子電路股份有限公司董事、高級管理人員薪酬管理制度》
的議案
(6)審議關於公司《2026年股票期權激勵計畫（草案）》及其摘要的議案
(7)審議關於公司《2026年股票期權激勵計畫實施考核管理辦法》的議案
(8)審議關於提請股東會授權董事會辦理公司2026年股票期權激勵計畫有關事宜
的議案
7.其他應敘明事項:無",2026-05-11,4121e4b5e4442bdd9780f9a8f38e4af570fc777e,0,1,2026-05-11T22:04:46+00:00
132,2383,台光電,2026-05-11,171539,代子公司中山台光電子材料有限公司公告取得供營業用之機器設備,第20款,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
供營業用之機器設備
2.事實發生日:115/5/11~115/5/11
3.董事會通過日期: 民國115年3月11日
4.其他核決日期: 不適用
5.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量：多筆交易
A交易總金額計新台幣649,822仟元
B交易總金額一年內與同一相對人累計達新台幣867,983仟元
6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
A交易相對人：亞泰金屬工業股份有限公司/與公司之關係：無
B交易相對人：昆山睿平精密涂布設備有限公司/與公司之關係：無
7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
9.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
10.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依訂單條件付款
11.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
決定方式：比價及議價
決策單位：依該公司核決權限規定辦理
12.專業估價者事務所或公司名稱及其估價金額:
不適用
13.專業估價師姓名:
不適用
14.專業估價師開業證書字號:
不適用
15.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
16.是否尚未取得估價報告:否或不適用
17.尚未取得估價報告之原因:
不適用
18.估價結果有重大差異時，其差異原因及會計師意見:
不適用
19.會計師事務所名稱:
不適用
20.會計師姓名:
不適用
21.會計師開業證書字號:
不適用
22.經紀人及經紀費用:
不適用
23.取得或處分之具體目的或用途:
供生產及營運用
24.本次交易表示異議之董事之意見:
不適用
25.本次交易為關係人交易:否
26.監察人承認或審計委員會同意日期:
不適用
27.本次交易係向關係人取得不動產或其使用權資產:否
28.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
29.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
30.前已就同一件事件發布重大訊息日期: 不適用
31.其他敘明事項:
無",2026-05-11,f14300b433897533b6419f308e849ccad0bf828b,0,0,2026-05-11T22:04:46+00:00
133,6768,志強-KY,2026-05-11,171502,代重要子公司SPG(Samoa)依公開發行公司資金貸與 及背書保證處理準則第二十二條第一項第三款規定公告,第23款,"1.事實發生日:115/05/11
2.接受資金貸與之:
(1)公司名稱:All Wells International Co., Ltd. (志中)
(2)與資金貸與他人公司之關係:
同為本公司直接及間接持有表決權股份100%越南公司
(3)資金貸與之限額(仟元):13,082,758
(4)原資金貸與之餘額(仟元):0
(5)本次新增資金貸與之金額(仟元):126,560
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):126,560
(8)本次新增資金貸與之原因:
營運周轉
(1)公司名稱:PT Can Sports Industrial Indonesia (印尼)
(2)與資金貸與他人公司之關係:
同為本公司直接及間接持有表決權股份100%印尼公司
(3)資金貸與之限額(仟元):13,082,758
(4)原資金貸與之餘額(仟元):0
(5)本次新增資金貸與之金額(仟元):253,120
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):253,120
(8)本次新增資金貸與之原因:
營運周轉
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):2,847,600
(2)累積盈虧金額(仟元):40,341
5.計息方式:
依合約規定
6.還款之:
(1)條件:
依合約規定
(2)日期:
依合約規定
7.迄事實發生日為止，資金貸與餘額(仟元):
5,571,800
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
35.88
9.公司貸與他人資金之來源:
子公司本身
10.其他應敘明事項:
一、本次資金貸與公司及其貸與金額分別為
志中USD400萬
印尼USD800萬                                                                                                                                                                                                                                                                                          
二、期末資本
志中NTD   1,265,600千元
印尼NTD   1,582,000千元                                                                                                                      
三、期末累積盈虧
志中NTD   176,312千元
印尼 NTD -135,971千元                                                       """,2026-05-11,dd0d7b2c8e395a125009a528f584f1547e0b0d70,0,0,2026-05-11T22:04:46+00:00
134,2412,中華電,2026-05-11,171457,公告本公司115年第一季合併財務報告因適用 T-IFRSs及IFRSs兩地會計原則不一致之差異,第47款,"1.事實發生日: 115/05/08
2.財務報告年度季別: 115年第一季
3.本國上市有價證券採用之會計原則(請以中文輸入):
 依照證券發行人財務報告編製準則及經金融監督管理委員會認可並發布生效之
 IAS 34「期中財務報導」編製（以下稱T-IFRSs）。
4.本國上市有價證券財務資訊之差異項目及金額(請以中文輸入):
 本公司及其子公司（以下稱本集團）民國115年第一季依據T-IFRSs計算之合併淨利
 為新台幣10,607,722仟元，歸屬於母公司業主淨利為新台幣10,109,931仟元，基本
 每股盈餘為新台幣1.30元，民國115年3月31日合併資產總計為新台幣547,813,634仟
 元、合併負債總計為新台幣136,380,954仟元、合併權益總計為新台幣411,432,680
 仟元。
5.境外發行有價證券採用之會計原則(請以中文輸入):
 依照經國際會計準則理事會（IASB）發布之IAS 34「期中財務報導」編製
 （以下稱IFRSs）。
6.境外發行有價證券財務資訊之差異項目及金額(請以中文輸入):
 本集團民國115年第一季依據IFRSs計算之合併淨利為新台幣10,122百萬元，歸屬於
 母公司業主淨利為新台幣9,611百萬元，基本每股盈餘為新台幣1.24元，民國115年
 3月31日合併資產總計為新台幣547,618百萬元、合併負債總計為新台幣138,991百萬
 元、合併權益總計為新台幣408,627百萬元。
7.差異原因(請以中文輸入):
 因適用T-IFRSs及IFRSs兩地會計原則不一致之主要損益差異項目係未分配盈餘稅
 之估列。另本公司在國營體制時期，依當時政府之規定，各項業務裝置及設定費
 收入與公用電話卡收入係於收取現金時一次認列收入。本公司於公司化時，依
 政府行政命令，將本公司營運所需之資產及負債，以當時之帳面價值作價投資
 成立本公司，淨值超過股本之部分全數記入資本公積，依T-IFRSs規定無須調整，
 仍帳列資本公積。上述裝置費等收入依IFRSs之規定應予追溯遞延並於服務提供
 期間認列為收入，應屬保留盈餘，故應調減原公司化時帳列之資本公積及調增
 保留盈餘。此項調整不影響權益總額。
8.其他應敘明事項:
 本公司盈餘分配及股東權益事項均依照T-IFRSs編製之財務報表為依據。",2026-05-08,9c78128523d1572f4e81d9b5b65661878ca42533,0,0,2026-05-11T22:04:46+00:00
135,1218,泰山,2026-05-11,171441,公告本公司115年第1季合併財務報告業經董事會決議通過,第31款,"1.提報董事會或經董事會決議日期:115/05/11
2.審計委員會通過日期:115/05/11
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):115/01/01~115/03/31
4.1月1日累計至本期止收入(仟元):2,653,792
5.1月1日累計至本期止稅前淨利(淨損) (仟元):192,487
6.1月1日累計至本期止本期淨利(淨損) (仟元):157,626
7.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):157,466
8.1月1日累計至本期止基本每股盈餘(損失) (元):0.32
9.期末總資產(仟元):14,696,721
10.期末總負債(仟元):2,207,587
11.期末歸屬於母公司業主之權益(仟元):12,479,850
12.其他應敘明事項:無",2026-05-11,54022bf265e4021f1f8efbe1ee2362dfb5e4dfa2,0,0,2026-05-11T22:04:46+00:00
136,2412,中華電,2026-05-11,171440,中華電信公佈115年4月營運績效,第51款,"1.事實發生日:115/05/11
2.公司名稱:中華電信股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
 中華電信公司公佈115年4月自結合併營運績效：
 營收約為205.0億元、營業淨利約為48.3億元、歸屬於母公司業主淨利約為
 37.3億元、稅前息前折舊攤銷前淨利(EBITDA)約為82.4億元、每股盈餘為0.48元。
 累計營收約為804.9億元、營業淨利約為179.4億元、歸屬於母公司業主淨利約為
 138.4億元、稅前息前折舊攤銷前淨利(EBITDA)約為315.4億元、每股盈餘為1.78元。
6.因應措施:無
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無",2026-05-11,0eb8a70ed25e822095668c574cee74c56f61f917,0,0,2026-05-11T22:04:46+00:00
137,6768,志強-KY,2026-05-11,171420,代重要子公司SPG(Samoa)依公開發行公司資金貸與及背書保證 處理準則第二十二條第一項第一款之規定辦理公告&#160;,第23款,"1.事實發生日:115/05/11
2.公開發行公司及其子公司資金貸與他人之餘額達該公開發行公司最近期財務報表
淨值百分之二十以上者:
(1)接受資金貸與之公司名稱:All Wells International Co., Ltd. (志中)
(2)與資金貸與他人公司之關係:
同為本公司直接及間接持有表決權股份100%越南公司
(3)資金貸與之限額(仟元):13,082,758
(4)迄事實發生日為止資金貸與餘額(仟元):126,560
(5)迄事實發生日為止資金貸與原因:
營運周轉
(1)接受資金貸與之公司名稱:PT Can Sports Industrial Indonesia (印尼)
(2)與資金貸與他人公司之關係:
同為本公司直接及間接持有表決權股份100%印尼公司
(3)資金貸與之限額(仟元):13,082,758
(4)迄事實發生日為止資金貸與餘額(仟元):253,120
(5)迄事實發生日為止資金貸與原因:
營運周轉
3.迄事實發生日為止，資金貸與餘額(仟元):
8,356,120
4.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
53.81
5.公司貸與他人資金之來源:
子公司本身
6.其他應敘明事項:
4/30 美金匯率31.64；歐元匯率37",2026-05-11,675ce494b6f4d980104d389156200cebf7c1c5f8,0,0,2026-05-11T22:04:46+00:00
138,1459,聯發,2026-05-11,171414,依據「公開發行公司取得或處份資產處理準則」公告,第20款,"1.證券名稱:
台積電
2.交易日期:115/3/4~115/5/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:董事長核決
民國115年05月11日
5.交易數量、每單位價格及交易總金額:
交易數量220,000股
每單位價格2,064.76元
交易總金額454,246,380元
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
迄目前為止，累積持有本交易證券之數量為200,000股 
金額447,000,000元（含評價損益）、持股比例0.0008%
無權利受限情形
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
迄目前為止，長短期之有價證券投資（含評價損益）占公司最近期財務報表中
總資產比例為23.45%；業主權益比例為31.67%
最近期財務報表中營運資金數額1,158,483仟元
10.取得或處分之具體目的:
投資理財
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無",2026-05-11,e27de422fcb66b0b76041f0c00091b0d749b3ccb,0,0,2026-05-11T22:04:46+00:00
139,6515,穎崴,2026-05-11,171413,本公司舉行CPO技術論壇,第12款,"符合條款第四條第XX款：12
事實發生日：115/05/14
1.召開法人說明會之日期：115/05/14
2.召開法人說明會之時間：14 時 15 分 
3.召開法人說明會之地點：台北君悅酒店3樓凱悅廳二區(台北市信義區松壽路2號)
4.法人說明會擇要訊息：本公司舉行CPO技術論壇，分享技術發展、產業鏈整合及未來應用。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",2026-05-14,94d5636fd8c9ca5cd36ea3e59555cd5a3aab20c9,1,1,2026-05-11T22:04:46+00:00
